Cosmic_Phenotype_id, Site_Primary,Site_Subtype1,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Site_Primary_COSMIC,Site_Subtype1_COSMIC,Histology_COSMIC,Hist_Subtype1_COSMIC,NCI_Code
COSO30354818,parotid_gland,NS,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,salivary_gland,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO102344818,intraabdominal,NS,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,intraabdominal,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,inguinal,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,axillary,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,mediastinal,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO52964818,gastrointestinal_tract_(site_indeterminate),NS,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,gastrointestinal_tract_(site_indeterminate),lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO37824818,abdomen,NS,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,abdomen,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO28994818,duodenum,NS,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,small_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96055
COSO28844818,colon,right,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,large_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96503
COSO28844818,caecum,NS,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,large_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96503
COSO28484818,brain,NS,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,central_nervous_system,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO55424818,extranodal,NS,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,extranodal,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO28484818,brain,temporal_lobe,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,central_nervous_system,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO28484818,brain,cerebellum,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,central_nervous_system,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO28484818,brain,thalamus,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,central_nervous_system,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO28484818,brain,parietal_lobe,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,central_nervous_system,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO28484818,brain,frontal_lobe,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,central_nervous_system,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO29094818,blood_bone_marrow,skin,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,skin,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,NS,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO28994818,jejunum,NS,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,small_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96055
COSO53734818,stomach,NS,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,stomach,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C5253
COSO27604818,lymph_node,NS,lymphoma,diffuse_large_B_cell,immunoblastic,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO36294818,thyroid,NS,lymphoma,diffuse_large_B_cell,unclassified,NS,haematopoietic_and_lymphoid_tissue,thyroid,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C6046
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,unclassified,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,NS,lymphoma,diffuse_large_B_cell,unclassified,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,NS,lymphoma,diffuse_large_B_cell,centroblastic,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO28844818,colon,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,large_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96503
COSO28844818,rectum,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,large_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96503
COSO28994818,ileo-caecal,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,small_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96055
COSO104104818,aorta,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,blood_vessel,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO104084818,tibial,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lower_leg,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO29094818,subcutaneous,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,skin,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO53734818,stomach,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,stomach,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C5253
COSO29094818,skin,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,skin,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO28994818,small_intestine,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,small_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96055
COSO60644818,lung,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lung,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C45605
COSO37824818,abdomen,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,abdomen,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,supraclavicular,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,mesenteric,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,cervical,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,axillary,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,inguinal,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO29114818,spleen,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,spleen,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C7308
COSO53754818,testis,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,testis,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO60634818,breast,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,breast,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C40375
COSO103374818,pharynx,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,pharynx,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,with_plasmacytic_differentiation,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO32554818,sinus,maxillary,lymphoma,diffuse_large_B_cell,activated_B_cell-like,CD5_positive,haematopoietic_and_lymphoid_tissue,sinonasal_and_nasal_cavity,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO55424818,extranodal,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,CD5_positive,haematopoietic_and_lymphoid_tissue,extranodal,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO36294818,thyroid,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,CD5_positive,haematopoietic_and_lymphoid_tissue,thyroid,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C6046
COSO59524818,soft_tissue,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,CD5_positive,haematopoietic_and_lymphoid_tissue,soft_tissue,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO53754818,testis,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,CD5_positive,haematopoietic_and_lymphoid_tissue,testis,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,NS,lymphoma,diffuse_large_B_cell,activated_B_cell-like,CD5_positive,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO107254818,female_genital_tract,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,female_genital_tract_(site_indeterminate),lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO28844818,rectum,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,large_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96503
COSO100594818,uterus,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,uterus,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO38454818,ovary,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,ovary,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO28844818,colon,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,large_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96503
COSO28994818,ileo-caecal,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,small_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96055
COSO29094818,skin,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,skin,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO36294818,thyroid,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,thyroid,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C6046
COSO28994818,small_intestine,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,small_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96055
COSO29114818,spleen,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,spleen,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C7308
COSO27604818,lymph_node,supraclavicular,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO37824818,abdomen,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,abdomen,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO28844818,large_intestine,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,large_intestine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96503
COSO27604818,lymph_node,mesenteric,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,axillary,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,cervical,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,ileum,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO53734818,stomach,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,stomach,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C5253
COSO27604818,lymph_node,inguinal,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO38444818,tonsil,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,tonsil,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO60634818,breast,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,breast,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C40375
COSO60644818,lung,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,lung,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C45605
COSO104144818,crural,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,leg,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO104124818,vertebral,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,spine,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO103754818,inguinal,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,groin,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell-like,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO107254818,female_genital_tract,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,female_genital_tract_(site_indeterminate),lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO38454818,ovary,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,ovary,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO107244818,cervix,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,cervix,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO100594818,uterus,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,uterus,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO29164818,liver,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,liver,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C96843
COSO38444818,tonsil,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,tonsil,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO30354818,parotid_gland,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,salivary_gland,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO36294818,thyroid,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,thyroid,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C6046
COSO52394818,orbit,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,orbit,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO36324818,tongue,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,tongue,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO53754818,testis,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,testis,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO60634818,breast,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,breast,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C40375
COSO27604818,lymph_node,neck,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO55424818,extranodal,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,extranodal,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO279817500,NS,NS,lymphoma,diffuse_large_B_cell,non_germinal_centre_type,AIDS_related,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,AIDS_related_lymphoma,C3471
COSO279817500,NS,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell,AIDS_related,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,AIDS_related_lymphoma,C3471
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell,transformed_from_follicular_lymphoma,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,germinal_centre_B_cell,transformed_from_marginal_zone_lymphoma,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,activated_B_cell,transformed_from_Waldenstrom_macroglobulinaemia,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO36294818,thyroid,NS,lymphoma,diffuse_large_B_cell,germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,thyroid,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C6046
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO279817500,NS,NS,lymphoma,diffuse_large_B_cell,AIDS_related,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,AIDS_related_lymphoma,C3471
COSO279817521,NS,NS,lymphoma,diffuse_large_B_cell,methotrexate_related,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,immunodeficiency_related_lymphoma,C8851
COSO279817521,NS,NS,lymphoma,diffuse_large_B_cell,common_variable_immunodeficiency_related,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,immunodeficiency_related_lymphoma,C8851
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,non_IgM_secreting,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,IgM_secreting,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,axillary,lymphoma,diffuse_large_B_cell,not_otherwise_specified,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO30354818,parotid_gland,NS,lymphoma,diffuse_large_B_cell,not_otherwise_specified,NS,haematopoietic_and_lymphoid_tissue,salivary_gland,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO32554818,intra-nasal,NS,lymphoma,diffuse_large_B_cell,not_otherwise_specified,NS,haematopoietic_and_lymphoid_tissue,sinonasal_and_nasal_cavity,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,not_otherwise_specified,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO59524818,soft_tissue,NS,lymphoma,diffuse_large_B_cell,transformed_from_follicular_lymphoma,NS,haematopoietic_and_lymphoid_tissue,soft_tissue,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO29114818,spleen,NS,lymphoma,diffuse_large_B_cell,transformed_from_follicular_lymphoma,NS,haematopoietic_and_lymphoid_tissue,spleen,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C7308
COSO37824818,abdomen,NS,lymphoma,diffuse_large_B_cell,transformed_from_follicular_lymphoma,NS,haematopoietic_and_lymphoid_tissue,abdomen,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,NS,lymphoma,diffuse_large_B_cell,transformed_from_follicular_lymphoma,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,transformed_from_follicular_lymphoma,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,transformed_from_marginal_zone_lymphoma,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27984818,NS,NS,lymphoma,diffuse_large_B_cell,transformed_from_indolent_lymphoma,NS,haematopoietic_and_lymphoid_tissue,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,NS,lymphoma,diffuse_large_B_cell,CD5_positive,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,NS,lymphoma,diffuse_large_B_cell_lymphoma,non_germinal_centre_type,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
COSO27604818,lymph_node,NS,lymphoma,diffuse_large_B_cell_lymphoma,germinal_centre_B_cell,NS,haematopoietic_and_lymphoid_tissue,lymph_node,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,C8851
